Caso,Atividade,Recurso,Início,Fim
899,Adicionar Créditos,Totem 2,2023-07-01 12:25:02,2023-07-01 12:25:55
899,Impressão do Ticket,Cancela 4,2023-07-01 12:26:47,2023-07-01 12:26:58
899,Solicitar Ticket,Cancela 2,2023-07-01 14:17:58,2023-07-01 14:18:07
899,Validar Ticket,Caixa 1,2023-07-01 14:18:13,2023-07-01 14:18:19
899,Impressão do Ticket,Cancela 1,2023-07-01 14:19:10,2023-07-01 14:19:28
899,Validar Ticket,Caixa 1,2023-07-01 16:17:28,2023-07-01 16:17:38
899,Pagar Estacionamento,Caixa 2,2023-07-01 16:18:24,2023-07-01 16:20:10
899,Validar Ticket,Caixa 2,2023-07-01 16:20:30,2023-07-01 16:20:41
899,Leitura do Cartão Pré-pago,Cancela 5,2023-07-01 16:20:59,2023-07-01 16:21:03
899,Reservar Vaga,Totem 2,2023-07-01 16:21:25,2023-07-01 16:25:10
899,Validar Ticket,Caixa 1,2023-07-01 16:25:41,2023-07-01 16:25:50
899,Solicitar Ticket,Cancela 1,2023-07-01 16:26:47,2023-07-01 16:26:59
899,Impressão do Ticket,Cancela 5,2023-07-01 16:27:06,2023-07-01 16:27:21
899,Adicionar Créditos,Totem 3,2023-07-01 16:53:21,2023-07-01 16:54:29
899,Validar Ticket,Caixa 2,2023-07-01 16:55:22,2023-07-01 16:55:26
899,Cancelar Reserva,Totem 3,2023-07-01 16:55:51,2023-07-01 16:56:19
899,Impressão do Ticket,Cancela 4,2023-07-01 16:56:23,2023-07-01 16:56:30
899,Solicitar Ticket,Cancela 5,2023-07-01 17:48:30,2023-07-01 17:48:36
899,Impressão do Ticket,Cancela 4,2023-07-01 17:48:39,2023-07-01 17:48:57
899,Leitura do Cartão Pré-pago,Cancela 4,2023-07-01 20:48:57,2023-07-01 20:49:01
899,Pagar Estacionamento,Caixa 1,2023-07-01 20:49:24,2023-07-01 20:52:04
899,Solicitar Ticket,Cancela 1,2023-07-01 20:52:35,2023-07-01 20:52:46
899,Pagar Estacionamento,Caixa 2,2023-07-01 20:52:51,2023-07-01 20:55:15
899,Solicitar Ticket,Cancela 1,2023-07-01 20:55:21,2023-07-01 20:55:28
899,Impressão do Ticket,Cancela 5,2023-07-01 20:55:49,2023-07-01 20:56:01
899,Saída do Estacionamento,Caixa 2,2023-07-01 23:02:01,2023-07-01 23:02:01
900,Entrada no Estacionamento,Cancela 5,2023-07-01 11:20:00,2023-07-01 11:20:00
900,Solicitar Ticket,Cancela 1,2023-07-01 11:20:49,2023-07-01 11:20:56
900,Scan Sem Parar,Cancela 1,2023-07-01 11:21:37,2023-07-01 11:21:38
900,Saída do Estacionamento,Caixa 4,2023-07-01 14:46:38,2023-07-01 14:46:38
901,Entrada no Estacionamento,Cancela 5,2023-07-01 08:14:00,2023-07-01 08:14:00
901,Adicionar Créditos,Totem 2,2023-07-01 08:14:57,2023-07-01 08:15:42
901,Solicitar Ticket,Cancela 4,2023-07-01 08:16:23,2023-07-01 08:16:29
901,Adicionar Créditos,Totem 2,2023-07-01 08:17:09,2023-07-01 08:17:59
901,Impressão do Ticket,Cancela 1,2023-07-01 08:18:58,2023-07-01 08:19:14
901,Solicitar Ticket,Cancela 4,2023-07-01 10:56:14,2023-07-01 10:56:24
901,Impressão do Ticket,Cancela 5,2023-07-01 10:57:06,2023-07-01 10:57:25
901,Solicitar Ticket,Cancela 5,2023-07-01 12:44:25,2023-07-01 12:44:36
901,Impressão do Ticket,Cancela 1,2023-07-01 12:44:43,2023-07-01 12:45:01
901,Perda de Ticket,Caixa 1,2023-07-01 16:10:01,2023-07-01 16:10:01
901,Impressão do Ticket,Cancela 4,2023-07-01 16:10:38,2023-07-01 16:10:49
901,Leitura do Cartão Pré-pago,Cancela 2,2023-07-01 18:30:49,2023-07-01 18:30:51
901,Impressão do Ticket,Cancela 5,2023-07-01 18:31:45,2023-07-01 18:31:55
901,Adicionar Créditos,Totem 2,2023-07-01 20:42:55,2023-07-01 20:43:59
901,Comprar Cartão Pré-pago,Caixa 2,2023-07-01 20:44:46,2023-07-01 20:48:50
901,Validar Ticket,Caixa 2,2023-07-01 20:49:33,2023-07-01 20:49:45
901,Pagar Estacionamento,Caixa 3,2023-07-01 20:49:51,2023-07-01 20:52:20
901,Validar Ticket,Caixa 4,2023-07-01 20:53:14,2023-07-01 20:53:23
901,Solicitar Ticket,Cancela 4,2023-07-01 20:54:12,2023-07-01 20:54:29
901,Saída do Estacionamento,Caixa 3,2023-07-01 20:54:39,2023-07-01 20:54:39
902,Entrada no Estacionamento,Cancela 3,2023-07-01 10:48:00,2023-07-01 10:48:00
902,Adicionar Créditos,Totem 2,2023-07-01 10:48:21,2023-07-01 10:49:41
902,Solicitar Ticket,Cancela 2,2023-07-01 10:50:27,2023-07-01 10:50:45
902,Leitura do Cartão Pré-pago,Cancela 2,2023-07-01 10:50:46,2023-07-01 10:50:50
902,Reservar Vaga,Totem 3,2023-07-01 10:51:02,2023-07-01 10:54:12
902,Comprar Cartão Pré-pago,Caixa 4,2023-07-01 10:54:34,2023-07-01 10:59:57
902,Cancelar Reserva,Totem 2,2023-07-01 11:00:42,2023-07-01 11:01:08
902,Solicitar Ticket,Cancela 4,2023-07-01 11:01:39,2023-07-01 11:01:48
902,Reservar Vaga,Totem 3,2023-07-01 11:01:57,2023-07-01 11:04:10
902,Leitura do Cartão Pré-pago,Cancela 2,2023-07-01 11:04:56,2023-07-01 11:04:57
902,Solicitar Ticket,Cancela 1,2023-07-01 11:05:30,2023-07-01 11:05:40
902,Reservar Vaga,Totem 3,2023-07-01 11:05:57,2023-07-01 11:09:56
902,Leitura do Cartão Pré-pago,Cancela 3,2023-07-01 11:10:37,2023-07-01 11:10:39
902,Saída do Estacionamento,Caixa 4,2023-07-01 11:11:08,2023-07-01 11:11:08
903,Entrada no Estacionamento,Cancela 2,2023-07-01 09:44:00,2023-07-01 09:44:00
903,Solicitar Ticket,Cancela 3,2023-07-01 09:44:36,2023-07-01 09:44:43
903,Impressão do Ticket,Cancela 2,2023-07-01 09:45:02,2023-07-01 09:45:18
903,Perda de Ticket,Caixa 2,2023-07-01 09:54:18,2023-07-01 09:54:18
903,Adicionar Créditos,Totem 2,2023-07-01 09:55:14,2023-07-01 09:56:26
903,Validar Ticket,Caixa 4,2023-07-01 09:57:17,2023-07-01 09:57:22
903,Pagar Estacionamento,Caixa 2,2023-07-01 09:57:46,2023-07-01 10:00:12
903,Solicitar Ticket,Cancela 4,2023-07-01 10:00:54,2023-07-01 10:01:13
903,Pagar Estacionamento,Caixa 2,2023-07-01 10:02:09,2023-07-01 10:04:10
903,Solicitar Ticket,Cancela 3,2023-07-01 10:04:42,2023-07-01 10:04:48
903,Leitura do Cartão Pré-pago,Cancela 2,2023-07-01 10:04:51,2023-07-01 10:04:55
903,Solicitar Ticket,Cancela 1,2023-07-01 10:05:32,2023-07-01 10:05:43
903,Impressão do Ticket,Cancela 5,2023-07-01 10:05:57,2023-07-01 10:06:10
903,Saída do Estacionamento,Caixa 3,2023-07-01 12:55:10,2023-07-01 12:55:10
904,Entrada no Estacionamento,Cancela 1,2023-07-01 07:43:00,2023-07-01 07:43:00
904,Scan Sem Parar,Cancela 4,2023-07-01 07:43:58,2023-07-01 07:44:00
904,Saída do Estacionamento,Caixa 3,2023-07-01 09:52:00,2023-07-01 09:52:00
905,Entrada no Estacionamento,Cancela 5,2023-07-01 10:14:00,2023-07-01 10:14:00
905,Scan Sem Parar,Cancela 5,2023-07-01 10:14:01,2023-07-01 10:14:04
905,Solicitar Ticket,Cancela 3,2023-07-01 10:49:04,2023-07-01 10:49:23
905,Saída do Estacionamento,Caixa 2,2023-07-01 10:49:52,2023-07-01 10:49:52
906,Entrada no Estacionamento,Cancela 2,2023-07-01 07:28:00,2023-07-01 07:28:00
906,Reservar Vaga,Totem 3,2023-07-01 07:28:12,2023-07-01 07:31:06
906,Adicionar Créditos,Totem 1,2023-07-01 07:31:51,2023-07-01 07:33:02
906,Comprar Cartão Pré-pago,Caixa 4,2023-07-01 07:33:42,2023-07-01 07:36:03
906,Leitura do Cartão Pré-pago,Cancela 3,2023-07-01 07:36:54,2023-07-01 07:36:55
906,Solicitar Ticket,Cancela 3,2023-07-01 07:37:34,2023-07-01 07:37:54
906,Impressão do Ticket,Cancela 5,2023-07-01 07:38:42,2023-07-01 07:39:01
906,Cancelar Reserva,Totem 3,2023-07-01 08:37:01,2023-07-01 08:37:58
906,Validar Ticket,Caixa 3,2023-07-01 08:38:02,2023-07-01 08:38:11
906,Reservar Vaga,Totem 3,2023-07-01 08:38:58,2023-07-01 08:40:37
906,Impressão do Ticket,Cancela 4,2023-07-01 08:41:33,2023-07-01 08:41:48
906,Pagar Estacionamento,Caixa 1,2023-07-01 11:18:48,2023-07-01 11:21:18
906,Comprar Cartão Pré-pago,Caixa 2,2023-07-01 11:21:33,2023-07-01 11:26:56
906,Saída do Estacionamento,Caixa 2,2023-07-01 11:27:50,2023-07-01 11:27:50
907,Entrada no Estacionamento,Cancela 4,2023-07-01 10:49:00,2023-07-01 10:49:00
907,Solicitar Ticket,Cancela 2,2023-07-01 10:49:26,2023-07-01 10:49:46
907,Impressão do Ticket,Cancela 5,2023-07-01 10:50:20,2023-07-01 10:50:32
907,Validar Ticket,Caixa 1,2023-07-01 11:57:32,2023-07-01 11:57:42
907,Pagar Estacionamento,Caixa 1,2023-07-01 11:57:46,2023-07-01 11:59:34
907,Adicionar Créditos,Totem 4,2023-07-01 12:00:06,2023-07-01 12:01:00
907,Solicitar Ticket,Cancela 4,2023-07-01 12:01:20,2023-07-01 12:01:36
907,Perda de Ticket,Caixa 2,2023-07-01 12:02:05,2023-07-01 12:02:05
907,Validar Ticket,Caixa 4,2023-07-01 12:02:36,2023-07-01 12:02:48
907,Scan Sem Parar,Cancela 1,2023-07-01 12:03:30,2023-07-01 12:03:31
907,Impressão do Ticket,Cancela 5,2023-07-01 13:39:31,2023-07-01 13:39:48
907,Solicitar Ticket,Cancela 2,2023-07-01 14:54:48,2023-07-01 14:55:02
907,Pagar Estacionamento,Caixa 3,2023-07-01 14:55:16,2023-07-01 14:57:29
907,Validar Ticket,Caixa 3,2023-07-01 14:58:18,2023-07-01 14:58:24
907,Solicitar Ticket,Cancela 2,2023-07-01 14:58:44,2023-07-01 14:59:02
907,Impressão do Ticket,Cancela 3,2023-07-01 14:59:30,2023-07-01 14:59:48
907,Solicitar Ticket,Cancela 2,2023-07-01 18:14:48,2023-07-01 18:14:55
907,Impressão do Ticket,Cancela 2,2023-07-01 18:15:13,2023-07-01 18:15:31
907,Solicitar Ticket,Cancela 1,2023-07-01 20:05:31,2023-07-01 20:05:42
907,Validar Ticket,Caixa 2,2023-07-01 20:05:51,2023-07-01 20:06:03
907,Solicitar Ticket,Cancela 3,2023-07-01 20:06:19,2023-07-01 20:06:32
907,Leitura do Cartão Pré-pago,Cancela 2,2023-07-01 20:07:12,2023-07-01 20:07:14
907,Adicionar Créditos,Totem 3,2023-07-01 20:07:47,2023-07-01 20:09:00
907,Impressão do Ticket,Cancela 1,2023-07-01 20:09:11,2023-07-01 20:09:27
907,Validar Ticket,Caixa 4,2023-07-01 23:45:27,2023-07-01 23:45:36
907,Pagar Estacionamento,Caixa 3,2023-07-01 23:45:36,2023-07-01 23:47:55
907,Solicitar Ticket,Cancela 2,2023-07-01 23:48:18,2023-07-01 23:48:34
907,Saída do Estacionamento,Caixa 1,2023-07-01 23:48:54,2023-07-01 23:48:54
908,Entrada no Estacionamento,Cancela 5,2023-07-01 07:33:00,2023-07-01 07:33:00
908,Solicitar Ticket,Cancela 5,2023-07-01 07:33:13,2023-07-01 07:33:24
908,Impressão do Ticket,Cancela 4,2023-07-01 07:33:29,2023-07-01 07:33:39
908,Validar Ticket,Caixa 4,2023-07-01 08:03:39,2023-07-01 08:03:48
908,Impressão do Ticket,Cancela 1,2023-07-01 08:04:01,2023-07-01 08:04:20
908,Validar Ticket,Caixa 2,2023-07-01 09:11:20,2023-07-01 09:11:28
908,Pagar Estacionamento,Caixa 4,2023-07-01 09:11:40,2023-07-01 09:12:38
908,Solicitar Ticket,Cancela 3,2023-07-01 09:13:30,2023-07-01 09:13:42
908,Saída do Estacionamento,Caixa 4,2023-07-01 09:14:35,2023-07-01 09:14:35
909,Entrada no Estacionamento,Cancela 2,2023-07-01 11:36:00,2023-07-01 11:36:00
909,Leitura do Cartão Pré-pago,Cancela 3,2023-07-01 11:36:52,2023-07-01 11:36:53
909,Solicitar Ticket,Cancela 5,2023-07-01 11:37:47,2023-07-01 11:38:07
909,Impressão do Ticket,Cancela 3,2023-07-01 11:39:02,2023-07-01 11:39:10
909,Comprar Cartão Pré-pago,Caixa 3,2023-07-01 12:11:10,2023-07-01 12:13:07
909,Validar Ticket,Caixa 1,2023-07-01 12:13:07,2023-07-01 12:13:12
909,Saída do Estacionamento,Caixa 3,2023-07-01 12:13:27,2023-07-01 12:13:27
910,Entrada no Estacionamento,Cancela 5,2023-07-01 11:05:00,2023-07-01 11:05:00
910,Leitura do Cartão Pré-pago,Cancela 5,2023-07-01 11:05:36,2023-07-01 11:05:39
910,Saída do Estacionamento,Caixa 2,2023-07-01 11:05:47,2023-07-01 11:05:47
911,Entrada no Estacionamento,Cancela 5,2023-07-01 08:21:00,2023-07-01 08:21:00
911,Solicitar Ticket,Cancela 3,2023-07-01 08:21:11,2023-07-01 08:21:29
911,Reservar Vaga,Totem 1,2023-07-01 08:22:27,2023-07-01 08:25:40
911,Solicitar Ticket,Cancela 3,2023-07-01 08:25:43,2023-07-01 08:25:56
911,Impressão do Ticket,Cancela 1,2023-07-01 08:26:32,2023-07-01 08:26:45
911,Validar Ticket,Caixa 3,2023-07-01 12:11:45,2023-07-01 12:11:51
911,Impressão do Ticket,Cancela 2,2023-07-01 12:12:20,2023-07-01 12:12:34
911,Cancelar Reserva,Totem 3,2023-07-01 13:32:34,2023-07-01 13:33:20
911,Impressão do Ticket,Cancela 4,2023-07-01 13:34:12,2023-07-01 13:34:20
911,Leitura do Cartão Pré-pago,Cancela 2,2023-07-01 15:18:20,2023-07-01 15:18:23
911,Pagar Estacionamento,Caixa 4,2023-07-01 15:19:16,2023-07-01 15:21:24
911,Impressão do Ticket,Cancela 5,2023-07-01 15:21:47,2023-07-01 15:22:02
911,Solicitar Ticket,Cancela 1,2023-07-01 16:02:02,2023-07-01 16:02:15
911,Validar Ticket,Caixa 3,2023-07-01 16:02:27,2023-07-01 16:02:33
911,Leitura do Cartão Pré-pago,Cancela 2,2023-07-01 16:02:45,2023-07-01 16:02:48
911,Impressão do Ticket,Cancela 4,2023-07-01 16:03:05,2023-07-01 16:03:23
911,Cancelar Reserva,Totem 3,2023-07-01 17:25:23,2023-07-01 17:25:56
911,Solicitar Ticket,Cancela 2,2023-07-01 17:26:15,2023-07-01 17:26:24
911,Pagar Estacionamento,Caixa 1,2023-07-01 17:26:54,2023-07-01 17:27:43
911,Validar Ticket,Caixa 3,2023-07-01 17:27:48,2023-07-01 17:27:59
911,Pagar Estacionamento,Caixa 3,2023-07-01 17:28:10,2023-07-01 17:29:26
911,Saída do Estacionamento,Caixa 3,2023-07-01 17:29:56,2023-07-01 17:29:56
912,Entrada no Estacionamento,Cancela 3,2023-07-01 10:18:00,2023-07-01 10:18:00
912,Leitura do Cartão Pré-pago,Cancela 3,2023-07-01 10:18:53,2023-07-01 10:18:56
912,Solicitar Ticket,Cancela 4,2023-07-01 10:19:55,2023-07-01 10:20:01
912,Impressão do Ticket,Cancela 2,2023-07-01 10:20:55,2023-07-01 10:21:15
912,Leitura do Cartão Pré-pago,Cancela 5,2023-07-01 13:23:15,2023-07-01 13:23:19
912,Validar Ticket,Caixa 2,2023-07-01 13:23:54,2023-07-01 13:24:00
912,Impressão do Ticket,Cancela 2,2023-07-01 13:24:26,2023-07-01 13:24:45
912,Saída do Estacionamento,Caixa 2,2023-07-01 17:19:45,2023-07-01 17:19:45
913,Entrada no Estacionamento,Cancela 3,2023-07-01 12:39:00,2023-07-01 12:39:00
913,Comprar Cartão Pré-pago,Caixa 1,2023-07-01 12:39:42,2023-07-01 12:41:31
913,Solicitar Ticket,Cancela 3,2023-07-01 12:41:49,2023-07-01 12:41:55
913,Impressão do Ticket,Cancela 4,2023-07-01 12:42:32,2023-07-01 12:42:42
913,Leitura do Cartão Pré-pago,Cancela 4,2023-07-01 16:15:42,2023-07-01 16:15:45
913,Solicitar Ticket,Cancela 4,2023-07-01 16:16:31,2023-07-01 16:16:48
913,Validar Ticket,Caixa 1,2023-07-01 16:17:40,2023-07-01 16:17:51
913,Saída do Estacionamento,Caixa 4,2023-07-01 16:17:52,2023-07-01 16:17:52
914,Entrada no Estacionamento,Cancela 3,2023-07-01 12:26:00,2023-07-01 12:26:00
914,Solicitar Ticket,Cancela 3,2023-07-01 12:26:56,2023-07-01 12:27:14
914,Impressão do Ticket,Cancela 1,2023-07-01 12:27:41,2023-07-01 12:27:52
914,Validar Ticket,Caixa 2,2023-07-01 14:47:52,2023-07-01 14:48:03
914,Impressão do Ticket,Cancela 1,2023-07-01 14:48:11,2023-07-01 14:48:20
914,Validar Ticket,Caixa 4,2023-07-01 14:51:20,2023-07-01 14:51:28
914,Scan Sem Parar,Cancela 1,2023-07-01 14:51:49,2023-07-01 14:51:53
914,Pagar Estacionamento,Caixa 4,2023-07-01 15:21:53,2023-07-01 15:24:16
914,Impressão do Ticket,Cancela 4,2023-07-01 15:24:30,2023-07-01 15:24:37
914,Validar Ticket,Caixa 3,2023-07-01 16:35:37,2023-07-01 16:35:48
914,Pagar Estacionamento,Caixa 2,2023-07-01 16:35:56,2023-07-01 16:37:20
914,Adicionar Créditos,Totem 3,2023-07-01 16:38:14,2023-07-01 16:39:08
914,Saída do Estacionamento,Caixa 2,2023-07-01 16:39:15,2023-07-01 16:39:15
915,Entrada no Estacionamento,Cancela 1,2023-07-01 09:28:00,2023-07-01 09:28:00
915,Solicitar Ticket,Cancela 2,2023-07-01 09:28:43,2023-07-01 09:28:49
915,Impressão do Ticket,Cancela 1,2023-07-01 09:29:27,2023-07-01 09:29:39
915,Solicitar Ticket,Cancela 4,2023-07-01 11:16:39,2023-07-01 11:16:47
915,Comprar Cartão Pré-pago,Caixa 3,2023-07-01 11:17:24,2023-07-01 11:19:54
915,Impressão do Ticket,Cancela 4,2023-07-01 11:20:22,2023-07-01 11:20:39
915,Leitura do Cartão Pré-pago,Cancela 5,2023-07-01 13:14:39,2023-07-01 13:14:40
915,Comprar Cartão Pré-pago,Caixa 1,2023-07-01 13:15:11,2023-07-01 13:18:58
915,Solicitar Ticket,Cancela 4,2023-07-01 13:19:58,2023-07-01 13:20:06
915,Impressão do Ticket,Cancela 1,2023-07-01 13:20:12,2023-07-01 13:20:31
915,Saída do Estacionamento,Caixa 1,2023-07-01 15:33:31,2023-07-01 15:33:31
916,Entrada no Estacionamento,Cancela 1,2023-07-01 10:13:00,2023-07-01 10:13:00
916,Solicitar Ticket,Cancela 4,2023-07-01 10:13:31,2023-07-01 10:13:38
916,Leitura do Cartão Pré-pago,Cancela 2,2023-07-01 10:13:55,2023-07-01 10:13:56
916,Solicitar Ticket,Cancela 2,2023-07-01 10:14:31,2023-07-01 10:14:38
916,Saída do Estacionamento,Caixa 3,2023-07-01 10:15:06,2023-07-01 10:15:06
917,Entrada no Estacionamento,Cancela 5,2023-07-01 07:32:00,2023-07-01 07:32:00
917,Scan Sem Parar,Cancela 3,2023-07-01 07:32:37,2023-07-01 07:32:38
917,Solicitar Ticket,Cancela 4,2023-07-01 08:40:38,2023-07-01 08:40:48
917,Impressão do Ticket,Cancela 5,2023-07-01 08:41:03,2023-07-01 08:41:16
917,Validar Ticket,Caixa 2,2023-07-01 11:01:16,2023-07-01 11:01:27
917,Saída do Estacionamento,Caixa 1,2023-07-01 11:02:16,2023-07-01 11:02:16
918,Entrada no Estacionamento,Cancela 5,2023-07-01 08:44:00,2023-07-01 08:44:00
918,Solicitar Ticket,Cancela 5,2023-07-01 08:44:31,2023-07-01 08:44:39
918,Leitura do Cartão Pré-pago,Cancela 1,2023-07-01 08:45:25,2023-07-01 08:45:29
918,Solicitar Ticket,Cancela 2,2023-07-01 08:45:48,2023-07-01 08:45:55
918,Leitura do Cartão Pré-pago,Cancela 4,2023-07-01 08:46:02,2023-07-01 08:46:04
918,Solicitar Ticket,Cancela 1,2023-07-01 08:46:42,2023-07-01 08:46:53
918,Impressão do Ticket,Cancela 2,2023-07-01 08:47:05,2023-07-01 08:47:22
918,Saída do Estacionamento,Caixa 4,2023-07-01 09:28:22,2023-07-01 09:28:22
919,Entrada no Estacionamento,Cancela 4,2023-07-01 08:55:00,2023-07-01 08:55:00
919,Reservar Vaga,Totem 3,2023-07-01 08:55:30,2023-07-01 08:57:18
919,Solicitar Ticket,Cancela 1,2023-07-01 08:58:01,2023-07-01 08:58:18
919,Leitura do Cartão Pré-pago,Cancela 4,2023-07-01 08:59:08,2023-07-01 08:59:09
919,Solicitar Ticket,Cancela 3,2023-07-01 08:59:54,2023-07-01 09:00:02
919,Cancelar Reserva,Totem 2,2023-07-01 09:00:34,2023-07-01 09:01:32
919,Solicitar Ticket,Cancela 2,2023-07-01 09:02:05,2023-07-01 09:02:18
919,Impressão do Ticket,Cancela 3,2023-07-01 09:03:09,2023-07-01 09:03:28
919,Leitura do Cartão Pré-pago,Cancela 4,2023-07-01 10:05:28,2023-07-01 10:05:29
919,Saída do Estacionamento,Caixa 2,2023-07-01 10:06:09,2023-07-01 10:06:09
920,Entrada no Estacionamento,Cancela 2,2023-07-01 11:26:00,2023-07-01 11:26:00
920,Comprar Cartão Pré-pago,Caixa 1,2023-07-01 11:26:41,2023-07-01 11:30:52
920,Solicitar Ticket,Cancela 2,2023-07-01 11:31:11,2023-07-01 11:31:17
920,Impressão do Ticket,Cancela 4,2023-07-01 11:32:03,2023-07-01 11:32:17
920,Solicitar Ticket,Cancela 1,2023-07-01 15:32:17,2023-07-01 15:32:33
920,Adicionar Créditos,Totem 2,2023-07-01 15:32:48,2023-07-01 15:33:43
920,Comprar Cartão Pré-pago,Caixa 3,2023-07-01 15:34:38,2023-07-01 15:37:21
920,Validar Ticket,Caixa 4,2023-07-01 15:38:01,2023-07-01 15:38:09
920,Solicitar Ticket,Cancela 4,2023-07-01 15:38:18,2023-07-01 15:38:32
920,Leitura do Cartão Pré-pago,Cancela 5,2023-07-01 15:38:39,2023-07-01 15:38:41
920,Validar Ticket,Caixa 4,2023-07-01 15:39:23,2023-07-01 15:39:35
920,Pagar Estacionamento,Caixa 2,2023-07-01 15:40:34,2023-07-01 15:41:35
920,Impressão do Ticket,Cancela 4,2023-07-01 15:42:09,2023-07-01 15:42:22
920,Leitura do Cartão Pré-pago,Cancela 3,2023-07-01 16:10:22,2023-07-01 16:10:24
920,Saída do Estacionamento,Caixa 1,2023-07-01 16:10:46,2023-07-01 16:10:46
921,Entrada no Estacionamento,Cancela 4,2023-07-01 07:16:00,2023-07-01 07:16:00
921,Solicitar Ticket,Cancela 2,2023-07-01 07:16:50,2023-07-01 07:17:00
921,Comprar Cartão Pré-pago,Caixa 1,2023-07-01 07:17:17,2023-07-01 07:21:55
921,Solicitar Ticket,Cancela 5,2023-07-01 07:22:12,2023-07-01 07:22:19
921,Leitura do Cartão Pré-pago,Cancela 1,2023-07-01 07:23:01,2023-07-01 07:23:05
921,Adicionar Créditos,Totem 4,2023-07-01 07:23:36,2023-07-01 07:24:22
921,Impressão do Ticket,Cancela 1,2023-07-01 07:24:28,2023-07-01 07:24:35
921,Solicitar Ticket,Cancela 1,2023-07-01 10:30:35,2023-07-01 10:30:48
921,Impressão do Ticket,Cancela 1,2023-07-01 10:31:08,2023-07-01 10:31:15
921,Leitura do Cartão Pré-pago,Cancela 4,2023-07-01 12:37:15,2023-07-01 12:37:17
921,Solicitar Ticket,Cancela 1,2023-07-01 12:37:58,2023-07-01 12:38:11
921,Leitura do Cartão Pré-pago,Cancela 3,2023-07-01 12:38:12,2023-07-01 12:38:15
921,Impressão do Ticket,Cancela 1,2023-07-01 12:38:32,2023-07-01 12:38:52
921,Perda de Ticket,Caixa 3,2023-07-01 16:31:52,2023-07-01 16:31:52
921,Impressão do Ticket,Cancela 3,2023-07-01 16:32:11,2023-07-01 16:32:25
921,Solicitar Ticket,Cancela 4,2023-07-01 18:36:25,2023-07-01 18:36:32
921,Validar Ticket,Caixa 4,2023-07-01 18:36:34,2023-07-01 18:36:46
921,Impressão do Ticket,Cancela 3,2023-07-01 18:37:30,2023-07-01 18:37:38
921,Validar Ticket,Caixa 1,2023-07-01 21:28:38,2023-07-01 21:28:42
921,Adicionar Créditos,Totem 3,2023-07-01 21:29:04,2023-07-01 21:30:11
921,Saída do Estacionamento,Caixa 3,2023-07-01 21:30:47,2023-07-01 21:30:47
922,Entrada no Estacionamento,Cancela 4,2023-07-01 10:25:00,2023-07-01 10:25:00
922,Leitura do Cartão Pré-pago,Cancela 2,2023-07-01 10:25:54,2023-07-01 10:25:56
922,Saída do Estacionamento,Caixa 4,2023-07-01 10:26:35,2023-07-01 10:26:35
923,Entrada no Estacionamento,Cancela 4,2023-07-01 11:35:00,2023-07-01 11:35:00
923,Adicionar Créditos,Totem 2,2023-07-01 11:35:37,2023-07-01 11:36:21
923,Comprar Cartão Pré-pago,Caixa 4,2023-07-01 11:36:28,2023-07-01 11:41:56
923,Reservar Vaga,Totem 4,2023-07-01 11:42:26,2023-07-01 11:44:13
923,Cancelar Cartão Pré-pago,Caixa 2,2023-07-01 11:44:33,2023-07-01 11:52:10
923,Solicitar Ticket,Cancela 2,2023-07-01 11:52:44,2023-07-01 11:52:51
923,Scan Sem Parar,Cancela 4,2023-07-01 11:53:34,2023-07-01 11:53:37
923,Solicitar Ticket,Cancela 4,2023-07-01 13:09:37,2023-07-01 13:09:57
923,Comprar Cartão Pré-pago,Caixa 4,2023-07-01 13:10:13,2023-07-01 13:12:28
923,Impressão do Ticket,Cancela 2,2023-07-01 13:12:40,2023-07-01 13:12:56
923,Validar Ticket,Caixa 2,2023-07-01 14:28:56,2023-07-01 14:29:04
923,Scan Sem Parar,Cancela 1,2023-07-01 14:29:16,2023-07-01 14:29:19
923,Pagar Estacionamento,Caixa 1,2023-07-01 17:19:19,2023-07-01 17:20:59
923,Impressão do Ticket,Cancela 4,2023-07-01 17:21:46,2023-07-01 17:21:55
923,Pagar Estacionamento,Caixa 2,2023-07-01 20:30:55,2023-07-01 20:32:30
923,Solicitar Ticket,Cancela 1,2023-07-01 20:33:06,2023-07-01 20:33:13
923,Impressão do Ticket,Cancela 3,2023-07-01 20:33:57,2023-07-01 20:34:03
923,Cancelar Reserva,Totem 1,2023-07-01 21:01:03,2023-07-01 21:02:20
923,Saída do Estacionamento,Caixa 4,2023-07-01 21:02:27,2023-07-01 21:02:27
924,Entrada no Estacionamento,Cancela 1,2023-07-01 07:46:00,2023-07-01 07:46:00
924,Comprar Cartão Pré-pago,Caixa 1,2023-07-01 07:46:04,2023-07-01 07:50:14
924,Solicitar Ticket,Cancela 4,2023-07-01 07:50:36,2023-07-01 07:50:52
924,Leitura do Cartão Pré-pago,Cancela 1,2023-07-01 07:51:15,2023-07-01 07:51:19
924,Saída do Estacionamento,Caixa 2,2023-07-01 07:51:38,2023-07-01 07:51:38
925,Entrada no Estacionamento,Cancela 2,2023-07-01 11:24:00,2023-07-01 11:24:00
925,Solicitar Ticket,Cancela 2,2023-07-01 11:24:53,2023-07-01 11:25:01
925,Scan Sem Parar,Cancela 4,2023-07-01 11:25:23,2023-07-01 11:25:24
925,Saída do Estacionamento,Caixa 2,2023-07-01 13:03:24,2023-07-01 13:03:24
926,Entrada no Estacionamento,Cancela 4,2023-07-01 07:53:00,2023-07-01 07:53:00
